日期,游戏名称,渠道号,新增用户,活跃用户,付费用户,运营流水(元),付费ARPU,活跃ARPU,付费率,次日留存率,三日留存率,七日留存率,数据提示
20171007,街头篮球,10003901-三星,423,3179,57,8438.77,148.0485965,2.65453602,0.0179,0.461,0.1986,0.1726,
20171007,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171007,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171007,三国群英传-霸王之业,10003901-三星,72,544,34,11481.9,337.7029412,21.10643382,0.0625,0.375,0.3056,0.2083,
20171007,饭局狼人杀,10003901-三星,550,3521,16,475,29.6875,0.13490486,0.0045,0.4218,0.2364,0.1745,
20171007,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,全民突击,10003901-三星,1,554,12,1501.6,125.1333333,2.71046931,0.0217,1,1,0,
20171006,战斗吧剑灵,10003901-三星,0,19,0,0,-,0,0,-,-,-,递延
20171006,火影忍者-疾风传,10003901-三星,686,13998,328,26742.08,81.53073171,1.91042149,0.0234,0.4038,0.2376,0.102,
20171006,天天酷跑3D,10003901-三星,377,1036,2,11.4,5.7,0.01100386,0.0019,0.2334,0.1114,0.0318,递延
20171006,全民枪王,10003901-三星,0,282,0,0,-,0,0,-,-,-,递延
20171006,魂斗罗：归来,10003901-三星,1751,13278,463,67459.2,145.700216,5.08052418,0.0349,0.4129,0.2696,0.1376,
20171006,全民斗战神,10003901-三星,6,193,3,53.5,17.83333333,0.27720207,0.0155,0.1667,0.1667,0,
20171006,王者荣耀,10003901-三星,12130,869554,9152,358581.36,39.18065559,0.41237388,0.0105,0.5204,0.3723,0.2073,
20171006,六龙争霸3D,10003901-三星,3,138,6,932.9,155.4833333,6.76014493,0.0435,0.3333,0,0,
20171006,保卫萝卜3,10003901-三星,382,3707,31,345.4,11.14193548,0.09317507,0.0084,0.4555,0.288,0.1597,
20171006,穿越火线-枪战王者,10003901-三星,3362,61978,761,67477.6,88.6696452,1.08873471,0.0123,0.4667,0.326,0.1297,
20171006,全民超神-周年庆,10003901-三星,158,924,14,378.4,27.02857143,0.40952381,0.0152,0.3671,0.2025,0.0316,
20171006,御龙在天手游,10003901-三星,18,625,62,18159.45,292.8943548,29.05512,0.0992,0.2778,0.2222,0.1667,
20171006,英雄战歌,10003901-三星,14,76,0,0,-,0,0,0.2143,0.2143,0.1429,
20171006,封神英雄榜,10003901-三星,3,80,6,351.7,58.61666667,4.39625,0.075,0.6667,0.3333,0,递延
20171006,猎鱼达人,10003901-三星,21,203,7,452.2,64.6,2.22758621,0.0345,0.0952,0.0476,0.1429,
20171006,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,轩辕传奇,10003901-三星,56,783,139,22123.6,159.1625899,28.25491699,0.1775,0.4107,0.25,0.1429,
20171006,弹弹堂,10003901-三星,164,1195,43,739.7,17.20232558,0.61899582,0.036,0.3354,0.1585,0.0732,
20171006,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,天龙八部,10003901-三星,164,1892,362,33535.9,92.64060773,17.72510571,0.1913,0.4573,0.2927,0.189,
20171006,龙之谷,10003901-三星,140,1141,119,9830.05,82.60546218,8.6152936,0.1043,0.4643,0.3571,0.1714,
20171006,寻仙,10003901-三星,80,502,43,3119.4,72.54418605,6.21394422,0.0857,0.3875,0.3,0.1375,
20171006,乱世王者,10003901-三星,229,2970,296,50034.55,169.0356419,16.84664983,0.0997,0.4847,0.3712,0.2533,
20171006,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,街头篮球,10003901-三星,442,3212,56,9714.72,173.4771429,3.02450809,0.0174,0.4729,0.3054,0.0973,
20171006,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171006,三国群英传-霸王之业,10003901-三星,88,563,44,7259.7,164.9931818,12.8946714,0.0782,0.3864,0.3295,0.2045,
20171006,饭局狼人杀,10003901-三星,607,3615,13,232.75,17.90384615,0.06438451,0.0036,0.4465,0.3114,0.1203,
20171006,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,全民突击,10003901-三星,2,587,14,774.25,55.30357143,1.31899489,0.0239,1,1,0.5,
20171005,战斗吧剑灵,10003901-三星,0,16,0,0,-,0,0,-,-,-,递延
20171005,火影忍者-疾风传,10003901-三星,714,14435,410,26542.33,64.73739024,1.83874818,0.0284,0.409,0.2857,0.1148,
20171005,天天酷跑3D,10003901-三星,391,1073,0,0,-,0,0,0.2404,0.133,0.023,递延
20171005,全民枪王,10003901-三星,0,293,2,11.4,5.7,0.03890785,0.0068,-,-,-,递延
20171005,魂斗罗：归来,10003901-三星,1871,13491,491,79520.35,161.9559063,5.89432585,0.0364,0.3987,0.2811,0.147,
20171005,全民斗战神,10003901-三星,14,199,5,108.3,21.66,0.54422111,0.0251,0.5714,0.2857,0.0714,
20171005,王者荣耀,10003901-三星,14135,899683,11401,398259.7,34.93199719,0.44266669,0.0127,0.5067,0.3897,0.1913,
20171005,六龙争霸3D,10003901-三星,2,137,6,1031.7,171.95,7.53065693,0.0438,0,0,0,
20171005,保卫萝卜3,10003901-三星,414,3868,26,762.85,29.34038462,0.19722079,0.0067,0.4444,0.285,0.1353,
20171005,穿越火线-枪战王者,10003901-三星,3727,63727,871,76782.35,88.15424799,1.20486372,0.0137,0.4663,0.3461,0.1264,
20171005,全民超神-周年庆,10003901-三星,165,957,14,144.6,10.32857143,0.15109718,0.0146,0.3758,0.2121,0.0303,
20171005,御龙在天手游,10003901-三星,32,641,69,19112.4,276.9913044,29.81653666,0.1076,0.3125,0.3125,0.125,
20171005,英雄战歌,10003901-三星,18,83,0,0,-,0,0,0.3333,0.2222,0.0556,
20171005,封神英雄榜,10003901-三星,7,92,6,204.4,34.06666667,2.22173913,0.0652,0.1429,0.1429,0,递延
20171005,猎鱼达人,10003901-三星,32,207,7,3017.2,431.0285714,14.57584541,0.0338,0.4063,0.375,0.0625,
20171005,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,轩辕传奇,10003901-三星,75,847,132,7671.45,58.11704545,9.05720189,0.1558,0.36,0.2933,0.0933,
20171005,弹弹堂,10003901-三星,140,1215,63,7552.55,119.881746,6.21609053,0.0519,0.3571,0.2714,0.0643,
20171005,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,天龙八部,10003901-三星,173,1889,349,37697.9,108.0169054,19.95653785,0.1848,0.3353,0.2312,0.1387,
20171005,龙之谷,10003901-三星,139,1131,129,8051.7,62.41627907,7.11909814,0.1141,0.4532,0.3381,0.2158,
20171005,寻仙,10003901-三星,80,500,36,1905.3,52.925,3.8106,0.072,0.4875,0.3125,0.15,
20171005,乱世王者,10003901-三星,196,2944,278,38278.3,137.6917266,13.00213995,0.0944,0.4235,0.3112,0.2398,
20171005,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,街头篮球,10003901-三星,502,3370,36,5386.8,149.6333333,1.59845697,0.0107,0.4502,0.3028,0.0976,
20171005,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171005,三国群英传-霸王之业,10003901-三星,88,558,44,13015.9,295.8159091,23.32598566,0.0789,0.375,0.2955,0.2386,
20171005,饭局狼人杀,10003901-三星,689,3660,14,556,39.71428571,0.15191257,0.0038,0.4427,0.312,0.1103,
20171005,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,全民突击,10003901-三星,1,569,15,1792.65,119.51,3.15052724,0.0264,0,0,1,
20171004,战斗吧剑灵,10003901-三星,0,14,0,0,-,0,0,-,-,-,递延
20171004,火影忍者-疾风传,10003901-三星,966,15696,467,24527.61,52.52164882,1.56266628,0.0298,0.3903,0.2671,0.0973,
20171004,天天酷跑3D,10003901-三星,494,1218,1,10,10,0.00821018,0.0008,0.2409,0.1377,0.0263,递延
20171004,全民枪王,10003901-三星,0,326,3,172.35,57.45,0.52868098,0.0092,-,-,-,递延
20171004,魂斗罗：归来,10003901-三星,2269,14189,554,85972.9,155.1857401,6.05912326,0.039,0.3733,0.2556,0.1287,
20171004,全民斗战神,10003901-三星,22,201,6,167.2,27.86666667,0.8318408,0.0299,0.4091,0.3182,0.1818,
20171004,王者荣耀,10003901-三星,19210,959413,12815,487623.62,38.05100429,0.50825205,0.0134,0.4993,0.3749,0.1802,
20171004,六龙争霸3D,10003901-三星,2,126,12,1900,158.3333333,15.07936508,0.0952,0,0,0,
20171004,保卫萝卜3,10003901-三星,533,4078,141,1187.75,8.42375887,0.29125797,0.0346,0.4203,0.3133,0.1351,
20171004,穿越火线-枪战王者,10003901-三星,4574,67752,1079,107158.35,99.3126506,1.58162637,0.0159,0.4624,0.3061,0.1126,
20171004,全民超神-周年庆,10003901-三星,175,1017,11,577.2,52.47272727,0.56755162,0.0108,0.3086,0.2057,0.0571,
20171004,御龙在天手游,10003901-三星,34,693,77,16420.45,213.2525974,23.69473304,0.1111,0.2059,0.1471,0.1471,
20171004,英雄战歌,10003901-三星,15,82,0,0,-,0,0,0.4667,0.2667,0,
20171004,封神英雄榜,10003901-三星,8,98,7,247.2,35.31428571,2.52244898,0.0714,0.375,0.125,0,递延
20171004,猎鱼达人,10003901-三星,23,236,8,1312.9,164.1125,5.56313559,0.0339,0.1304,0.087,0.0435,
20171004,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,轩辕传奇,10003901-三星,83,888,157,22170.2,141.211465,24.96644144,0.1768,0.3253,0.2048,0.0723,
20171004,弹弹堂,10003901-三星,183,1337,79,3859.35,48.85253165,2.88657442,0.0591,0.3607,0.2459,0.0984,
20171004,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,天龙八部,10003901-三星,185,1954,360,41202.8,114.4522222,21.0863869,0.1842,0.4108,0.3243,0.1838,
20171004,龙之谷,10003901-三星,172,1157,118,6227.35,52.77415254,5.38232498,0.102,0.5174,0.3953,0.1802,
20171004,寻仙,10003901-三星,88,515,38,3525.4,92.77368421,6.84543689,0.0738,0.3409,0.3068,0.1705,
20171004,乱世王者,10003901-三星,279,3009,292,42792.5,146.5496575,14.22150216,0.097,0.4158,0.3011,0.2581,
20171004,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,街头篮球,10003901-三星,593,3559,43,5910.08,137.4437209,1.66060129,0.0121,0.398,0.2597,0.0809,
20171004,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171004,三国群英传-霸王之业,10003901-三星,84,528,37,12077.85,326.4283784,22.87471591,0.0701,0.4762,0.3095,0.131,
20171004,饭局狼人杀,10003901-三星,697,3733,9,289.75,32.19444444,0.07761854,0.0024,0.439,0.3085,0.1076,
20171004,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,全民突击,10003901-三星,3,568,18,1230.25,68.34722222,2.1659331,0.0317,0,0,0,
20171003,战斗吧剑灵,10003901-三星,0,16,0,0,-,0,0,-,-,-,递延
20171003,火影忍者-疾风传,10003901-三星,972,15713,473,36607.02,77.39327696,2.32972825,0.0301,0.429,0.2932,0.1111,
20171003,天天酷跑3D,10003901-三星,492,1165,2,104.5,52.25,0.08969957,0.0017,0.2358,0.128,0.0325,递延
20171003,全民枪王,10003901-三星,0,322,4,145.4,36.35,0.4515528,0.0124,-,-,-,递延
20171003,魂斗罗：归来,10003901-三星,2183,13746,427,104445.15,244.6022248,7.5982213,0.0311,0.4137,0.2675,0.1365,
20171003,全民斗战神,10003901-三星,21,193,10,988.95,98.895,5.12409326,0.0518,0.619,0.3333,0.1429,
20171003,王者荣耀,10003901-三星,18889,942343,15539,536752.61,34.54228779,0.56959367,0.0165,0.5493,0.4073,0.1775,
20171003,六龙争霸3D,10003901-三星,2,132,8,1860.4,232.55,14.09393939,0.0606,0,0,0,
20171003,保卫萝卜3,10003901-三星,568,4110,31,504.4,16.27096774,0.12272506,0.0075,0.4313,0.3081,0.1215,
20171003,穿越火线-枪战王者,10003901-三星,4575,65255,999,102430.5,102.533033,1.56969581,0.0153,0.4787,0.3454,0.1132,
20171003,全民超神-周年庆,10003901-三星,203,1050,3,7.6,2.53333333,0.0072381,0.0029,0.4236,0.2266,0.0394,
20171003,御龙在天手游,10003901-三星,22,651,91,31332.5,344.3131868,48.12980031,0.1398,0.3636,0.1818,0.0455,
20171003,英雄战歌,10003901-三星,16,76,0,0,-,0,0,0.4375,0.1875,0,
20171003,封神英雄榜,10003901-三星,4,94,4,21.1,5.275,0.22446809,0.0426,0,0,0,递延
20171003,猎鱼达人,10003901-三星,43,248,9,1316.2,146.2444444,5.30725806,0.0363,0.4419,0.186,0.1395,
20171003,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,轩辕传奇,10003901-三星,83,867,150,20668.9,137.7926667,23.83956171,0.173,0.5422,0.4096,0.241,
20171003,弹弹堂,10003901-三星,204,1353,63,4341.65,68.91507937,3.20890613,0.0466,0.3382,0.2598,0.098,
20171003,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,天龙八部,10003901-三星,187,1922,371,50830.95,137.0106469,26.44690427,0.193,0.4385,0.2727,0.1658,
20171003,龙之谷,10003901-三星,164,1145,104,6841.05,65.77932692,5.97471616,0.0908,0.4939,0.3171,0.1402,
20171003,寻仙,10003901-三星,122,509,47,1322.45,28.13723404,2.5981336,0.0923,0.5082,0.3689,0.2049,
20171003,乱世王者,10003901-三星,242,2959,307,29331.35,95.54185668,9.91258871,0.1038,0.4256,0.3182,0.2066,
20171003,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,街头篮球,10003901-三星,587,3468,60,8216.43,136.9405,2.3692128,0.0173,0.4753,0.2641,0.0613,
20171003,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171003,三国群英传-霸王之业,10003901-三星,119,558,48,7207.45,150.1552083,12.91657706,0.086,0.3613,0.2689,0.2101,
20171003,饭局狼人杀,10003901-三星,758,3687,11,394.25,35.84090909,0.10692975,0.003,0.4631,0.3074,0.1214,
20171003,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,全民突击,10003901-三星,2,586,9,114.3,12.7,0.19505119,0.0154,0,0,0,
20171002,战斗吧剑灵,10003901-三星,0,20,0,0,-,0,0,-,-,-,递延
20171002,火影忍者-疾风传,10003901-三星,1080,15655,660,41478.26,62.84584848,2.64952156,0.0422,0.4398,0.313,0.1657,
20171002,天天酷跑3D,10003901-三星,512,1154,0,0,-,0,0,0.2422,0.1445,0.0313,递延
20171002,全民枪王,10003901-三星,0,308,3,1026,342,3.33116883,0.0097,-,-,-,递延
20171002,魂斗罗：归来,10003901-三星,2313,13440,479,111168.8,232.0851775,8.2714881,0.0356,0.4003,0.2819,0.1535,
20171002,全民斗战神,10003901-三星,19,195,11,621.45,56.49545455,3.18692308,0.0564,0.5789,0.2105,0.2105,
20171002,王者荣耀,10003901-三星,20228,935678,18499,649108.95,35.08886697,0.69373112,0.0198,0.5545,0.4507,0.2535,
20171002,六龙争霸3D,10003901-三星,5,136,5,1130.5,226.1,8.3125,0.0368,0.4,0.2,0,
20171002,保卫萝卜3,10003901-三星,546,3943,27,589.95,21.85,0.14961958,0.0068,0.456,0.3114,0.1374,
20171002,穿越火线-枪战王者,10003901-三星,4808,64399,1254,116166.8,92.63700159,1.80386031,0.0195,0.499,0.3783,0.1913,
20171002,全民超神-周年庆,10003901-三星,213,1030,11,35.7,3.24545455,0.03466019,0.0107,0.4366,0.2347,0.0657,
20171002,御龙在天手游,10003901-三星,23,683,82,24009.55,292.7993902,35.15307467,0.1201,0.3043,0.087,0.1304,
20171002,英雄战歌,10003901-三星,17,74,0,0,-,0,0,0.4706,0.1176,0.0588,
20171002,封神英雄榜,10003901-三星,12,97,10,1727.1,172.71,17.80515464,0.1031,0.3333,0.1667,0.0833,递延
20171002,猎鱼达人,10003901-三星,29,230,6,1191.3,198.55,5.17956522,0.0261,0.4138,0.1724,0.1379,
20171002,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,轩辕传奇,10003901-三星,80,834,147,14978.25,101.8928571,17.95953237,0.1763,0.3875,0.2875,0.2125,
20171002,弹弹堂,10003901-三星,208,1343,62,2586.55,41.71854839,1.92594937,0.0462,0.3798,0.25,0.1202,
20171002,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,天龙八部,10003901-三星,206,1932,366,57444.4,156.9519126,29.73312629,0.1894,0.3786,0.301,0.1602,
20171002,龙之谷,10003901-三星,142,1105,113,11934,105.6106195,10.8,0.1023,0.3592,0.2465,0.1408,
20171002,寻仙,10003901-三星,96,449,39,3209.4,82.29230769,7.14788419,0.0869,0.4583,0.3542,0.2396,
20171002,乱世王者,10003901-三星,299,2968,302,38254.85,126.6716887,12.8891004,0.1018,0.3679,0.2642,0.1739,
20171002,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,街头篮球,10003901-三星,557,3358,46,4912.06,106.783913,1.46279333,0.0137,0.4686,0.3178,0.1203,
20171002,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171002,三国群英传-霸王之业,10003901-三星,106,528,39,17725.25,454.4935897,33.57054924,0.0739,0.4151,0.2925,0.1698,
20171002,饭局狼人杀,10003901-三星,712,3557,11,276.75,25.15909091,0.07780433,0.0031,0.4719,0.3371,0.1447,
20171002,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,全民突击,10003901-三星,0,588,18,967.7,53.76111111,1.6457483,0.0306,-,-,-,
20171001,战斗吧剑灵,10003901-三星,0,18,0,0,-,0,0,-,-,-,递延
20171001,火影忍者-疾风传,10003901-三星,1167,15701,1253,78540.49,62.68195531,5.00226037,0.0798,0.455,0.3231,0.1371,
20171001,天天酷跑3D,10003901-三星,463,1114,2,95.95,47.975,0.08613106,0.0018,0.2095,0.149,0.0454,递延
20171001,全民枪王,10003901-三星,0,310,2,2190.7,1095.35,7.06677419,0.0065,-,-,-,递延
20171001,魂斗罗：归来,10003901-三星,2372,13123,589,186783.6,317.1198642,14.23330031,0.0449,0.4013,0.2825,0.1454,
20171001,全民斗战神,10003901-三星,25,202,24,2569.6,107.0666667,12.72079208,0.1188,0.2,0.2,0.2,
20171001,王者荣耀,10003901-三星,22064,934137,35985,1312084.07,36.46197221,1.4045949,0.0385,0.5509,0.4511,0.2829,
20171001,六龙争霸3D,10003901-三星,4,139,11,1857.25,168.8409091,13.36151079,0.0791,0.25,0.25,0,
20171001,保卫萝卜3,10003901-三星,525,3833,140,591.35,4.22392857,0.15427863,0.0365,0.4533,0.3333,0.1657,
20171001,穿越火线-枪战王者,10003901-三星,5090,62955,2462,294810.16,119.7441755,4.68287126,0.0391,0.488,0.3798,0.2145,
20171001,全民超神-周年庆,10003901-三星,190,998,24,571.9,23.82916667,0.57304609,0.024,0.3158,0.1737,0.0632,
20171001,御龙在天手游,10003901-三星,28,723,110,70306.25,639.1477273,97.24239281,0.1521,0.3571,0.25,0.1429,
20171001,英雄战歌,10003901-三星,16,81,0,0,-,0,0,0.4375,0.25,0.25,
20171001,封神英雄榜,10003901-三星,13,94,11,865.25,78.65909091,9.20478723,0.117,0.3077,0.2308,0.0769,递延
20171001,猎鱼达人,10003901-三星,38,235,6,500,83.33333333,2.12765957,0.0255,0.2895,0.1842,0.0526,
20171001,仙剑奇侠传online,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,轩辕传奇,10003901-三星,91,859,163,28600.01,175.4601841,33.29454016,0.1898,0.3736,0.3187,0.1319,
20171001,弹弹堂,10003901-三星,230,1436,60,2254.7,37.57833333,1.57012535,0.0418,0.4,0.2609,0.1304,
20171001,梦幻诛仙,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,天龙八部,10003901-三星,224,1998,375,55681.1,148.4829333,27.86841842,0.1877,0.3348,0.2366,0.1295,
20171001,龙之谷,10003901-三星,178,1119,124,14290.1,115.2427419,12.77042002,0.1108,0.3933,0.309,0.1517,
20171001,寻仙,10003901-三星,76,423,43,3286.5,76.43023256,7.76950355,0.1017,0.3816,0.2763,0.0921,
20171001,乱世王者,10003901-三星,235,2950,370,75824.08,204.929946,25.70307797,0.1254,0.3745,0.2723,0.1957,
20171001,魔法门之英雄无敌：战争纪元,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,街头篮球,10003901-三星,637,3250,66,8936.83,135.4065152,2.74979385,0.0203,0.4223,0.2732,0.0958,
20171001,欢乐球吃球,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,御史大冒险,10003901-三星,0,0,0,0,-,-,-,-,-,-,
20171001,三国群英传-霸王之业,10003901-三星,85,494,63,18312.95,290.681746,37.07074899,0.1275,0.4,0.3176,0.2353,
20171001,饭局狼人杀,10003901-三星,722,3443,16,494.25,30.890625,0.14355213,0.0046,0.4197,0.2604,0.133,
20171001,卡片怪兽,10003901-三星,0,0,0,0,-,-,-,-,-,-,
,,,,,,28040074.44,,,,,,,
